,word,count
220,没有,2
221,造成,2
222,普京,2
223,注射,2
224,重大,2
225,发生,2
226,新疆,2
227,已超,2
228,血栓,2
229,乌鲁木齐,2
230,只能,2
231,早已,2
232,废水,2
233,疗法,2
234,提高,2
235,证明,2
236,福建,2
237,使馆,2
238,包机,2
239,牛羊肉,2
240,可能性,2
241,高风险,2
242,安徽,2
243,研制,2
244,李兰娟,2
245,抗新冠,2
246,成功,2
247,84,2
248,提醒,2
249,市场,2
250,河北,2
251,不要,2
252,微信,2
253,进行,2
254,几乎,2
255,100%,2
256,清除,2
257,倒地,2
258,实验室,2
259,制造,2
260,不会,2
261,佩戴,2
262,伤害,2
263,物资,2
264,常见,2
265,美国纽约,2
266,同事,2
267,尸体,2
268,呼吸机,2
269,推迟,2
270,至今,2
271,唾液,2
272,巫师,2
273,版本,2
274,张文宏,2
275,5G,2
276,需要,2
277,援鄂,2
278,收入,2
279,日称,2
280,英国首相,2
281,鲍里斯,2
282,空气,2
283,停止,2
284,食用,2
285,烘焙,2
286,食品,2
287,限行,2
288,民众,2
289,警察,2
290,日起分,2
291,批次,2
292,总理,2
293,教育部,2
294,男子,2
295,为了,2
296,游泳,2
297,高考,2
298,延期,2
299,举行,2
300,小区,2
301,境外,2
302,输入,2
303,教育局,2
304,28,2
305,登记,2
306,已于,2
307,25,2
308,学生,2
309,不再,2
310,方舱,2
311,每天,2
312,肥皂,2
313,鼻窦,2
314,降低,2
315,在家,2
316,24,2
317,小时,2
318,广州,2
319,国外,2
320,工资,2
321,NBA,2
322,19,2
323,分批,2
324,天津,2
325,大中小学,2
326,17,2
327,老人,2
328,地铁,2
329,总统,2
330,发热,2
331,严重,2
332,出行,2
333,正常化,2
334,吸附,2
335,试剂盒,2
336,河南省,2
337,复航,2
338,传染,2
339,禁止,2
340,李跃华,2
341,出征,2
342,名单,2
343,零号,2
344,防护,2
345,降压药,2
346,高血压,2
347,村民,2
348,二氧化氯,2
349,伊朗,2
350,注射液,2
351,关门,2
352,深圳,2
353,温州,2
354,自来水,2
355,加氯,2
356,团购,2
357,回家,2
358,教授,2
359,蜂毒,2
360,真相,1
361,而是,1
362,细菌,1
363,法国,1
364,查不出,1
365,尼帕,1
366,一个,1
367,全球,1
368,比新冠,1
369,危险,1
370,75,1
371,20%,1
372,精液,1
373,精子,1
374,生育能力,1
375,甲型,1
376,智能,1
377,手表,1
378,一份,1
379,药物,1
380,肿瘤,1
381,替身,1
382,全体,1
383,纽约,1
384,华裔,1
385,第一,1
386,E484K,1
387,逃逸,1
388,加拿大,1
389,秋水仙碱,1
390,救命,1
391,德纳,1
392,八分,1
393,之一,1
394,140,1
395,进口车,1
396,厘子,1
397,车厘子,1
398,肿瘤医院,1
399,强吻,1
400,他人,1
401,最早,1
402,仅为,1
403,假设,1
404,开放,1
405,预约,1
406,名额有限,1
407,短信,1
408,诈骗,1
409,以毒攻毒,1
410,癌症,1
411,测试,1
412,肺部,1
413,是否,1
414,奥运会,1
415,18,1
416,mRNA,1
417,变成,1
418,转基因,1
419,藁城,1
420,聚集,1
421,广东省,1
422,贵宾,1
423,茶水,1
424,杀死,1
425,2500,1
426,医护人员,1
427,亚裔,1
428,不足,1
429,北京市委,1
430,紧急通知,1
431,进入,1
432,战时,1
433,状态,1
434,会致,1
435,面瘫,1
436,不育,1
437,面世,1
438,一定,1
439,90%,1
440,两成,1
441,患上,1
442,精神病,1
443,拉萨,1
444,乙肝,1
445,携带者,1
446,公共卫生,1
447,事件,1
448,一级,1
449,响应,1
450,青白江区,1
451,月底,1
452,开展,1
453,全员,1
454,齐鲁,1
455,开会,1
456,打成,1
457,抗议,1
458,烟台,1
459,追踪,1
460,密接,1
461,26350,1
462,十一,1
463,硚口区,1
464,一千多,1
465,去过,1
466,昆山,1
467,台湾籍,1
468,协助,1
469,工作,1
470,参加,1
471,第三届,1
472,博会,1
473,传人,1
474,中间,1
475,49,1
476,名新冠,1
477,分布,1
478,更高,1
479,死者,1
480,平均,1
481,损失,1
482,几个,1
483,寿命,1
484,无法,1
485,持久,1
486,保护,1
487,警犬,1
488,准确,1
489,香港,1
490,二次,1
491,检查,1
492,基层,1
493,嘴巴,1
494,数据,1
495,显示,1
496,更多人,1
497,女儿,1
498,高烧,1
499,身亡,1
500,中耳,1
501,新冠灭,1
502,活疫苗,1
503,已开,1
504,498,1
505,一支,1
506,总共,1
507,水是,1
508,弱点,1
509,肥胖者,1
510,高个子,1
511,更大,1
512,关联,1
513,一种,1
514,云南,1
515,野生,1
516,中毒,1
517,当地,1
518,数字,1
519,造假,1
520,往大,1
521,恐怖,1
522,后遗症,1
523,每个,1
524,可怕,1
525,巴西,1
526,不增,1
527,反降,1
528,哈萨克斯坦,1
529,入境者,1
530,引起,1
531,持续,1
532,几周,1
533,宝头,1
534,像框,1
535,表明,1
536,异常,1
537,世界各地,1
538,处于,1
539,休眠状态,1
540,相关,1
541,漏洞,1
542,代言,1
543,吸氢,1
544,治新冠,1
545,G614,1
546,效率,1
547,出京,1
548,染上,1
549,石景山,1
550,万达,1
551,几十人,1
552,中招,1
553,原因,1
554,纳米比亚,1
555,综合,1
556,大楼,1
557,102,1
558,大部分,1
559,银行,1
560,停业,1
561,一周,1
562,希腊,1
563,红灯区,1
564,重开,1
565,嫖客,1
566,房间,1
567,分钟,1
568,外卖,1
569,极低,1
570,约基,1
571,奇新冠,1
572,北京市民,1
573,路过,1
574,德约,1
575,科维奇,1
576,水会,1
577,喝酒,1
578,大爷,1
579,徒步,1
580,千里,1
581,浙江,1
582,打工,1
583,鄂牌,1
584,车主,1
585,挪车,1
586,纳米,1
587,喷雾,1
588,喷一,1
589,物体,1
590,表面,1
591,90,1
592,百事公司,1
593,乐事,1
594,薯片,1
595,零下,1
596,存活,1
597,此次,1
598,费用,1
599,自理,1
600,高免,1
601,牛奶,1
602,用于,1
603,辅助,1
604,空降,1
605,地塞米松,1
606,多条,1
607,高速公路,1
608,双向,1
609,封闭,1
610,几万人,1
611,运送,1
612,唐山,1
613,毒株,1
614,相似,1
615,告诫,1
616,端午节,1
617,出门,1
618,支付宝,1
619,锁定,1
620,35,1
621,万人,1
622,筛查,1
623,时起,1
624,拭子,1
625,受检者,1
626,三文鱼,1
627,陈薇,1
628,团队,1
629,有望,1
630,泰邦,1
631,生物,1
632,杭州,1
633,外籍人士,1
634,5000,1
635,补助,1
636,普通,1
637,感冒,1
638,有助于,1
639,重大突破,1
640,以色列,1
641,开发,1
642,出能,1
643,阻断,1
644,黑龙江省,1
645,规定,1
646,背对背,1
647,街头,1
648,突然,1
649,复阳,1
650,具备,1
651,传染性,1
652,初中生,1
653,跑步,1
654,因为,1
655,猝死,1
656,性行为,1
657,羊驼,1
658,消灭,1
659,挖掘机,1
660,活埋,1
661,病毒感染者,1
662,奖得主,1
663,庶佑称,1
664,重申,1
665,源自,1
666,自然界,1
667,泰国,1
668,猫咪,1
669,违反,1
670,禁令,1
671,被捕,1
672,罪犯,1
673,已有,1
674,再次,1
675,吸烟者,1
676,较易,1
677,儿童,1
678,N95,1
679,可逆,1
680,英国,1
681,试验,1
682,先行者,1
683,Elisa,1
684,王辰,1
685,表示,1
686,决定,1
687,实行,1
688,31,1
689,商务部,1
690,对外贸易,1
691,指定,1
692,企业,1
693,R0,1
694,5.7,1
695,高于,1
696,流行病,1
697,五月份,1
698,组合,1
699,阿奇,1
700,霉素,1
701,硫酸锌,1
702,殡葬,1
703,公司员工,1
704,累倒,1
705,午睡,1
706,误当,1
707,火化,1
708,朝阳区,1
709,列为,1
710,青壮年,1
711,发病,1
712,ADE,1
713,北京市教委,1
714,幼升,1
715,以及,1
716,小升初,1
717,预计,1
718,七月,1
719,北京西站,1
720,白衣,1
721,鞋底,1
722,利用,1
723,控制,1
724,人口,1
725,完成,1
726,计划,1
727,基于,1
728,方法,1
729,准确率,1
730,长期,1
731,高浓度,1
732,消毒液,1
733,过敏性,1
734,肺泡,1
735,白宫,1
736,施法,1
737,驱除,1
738,后期,1
739,特征,1
740,剑桥,1
741,三个,1
742,原始,1
743,美澳,1
744,伊维,1
745,菌素,1
746,日官,1
747,实现,1
748,元凶,1
749,大智路,1
750,数码港,1
751,有无,1
752,症状,1
753,跳海自杀,1
754,海盐,1
755,污染,1
756,抢盐,1
757,柳州,1
758,奖励,1
759,队员,1
760,每人,1
761,一辆,1
762,汽车,1
763,全家福,1
764,BBC4,1
765,某区,1
766,教委,1
767,初步,1
768,先进,1
769,显微镜,1
770,看到,1
771,充满,1
772,女孩,1
773,阳台,1
774,自杀,1
775,廊坊市,1
776,机动车,1
777,卡介苗,1
778,抵御,1
779,很多,1
780,绝望,1
781,跳海,1
782,柳絮,1
783,从而,1
784,区域性,1
785,纸币,1
786,丢弃,1
787,大街,1
788,当街,1
789,65,1
790,老年人,1
791,起来,1
792,甘肃省,1
793,有序,1
794,山东省,1
795,高中毕业,1
796,新加坡,1
797,李显龙,1
798,英语,1
799,四六级,1
800,考试,1
801,河北省,1
802,发布公告,1
803,澳门,1
804,珠海,1
805,多地,1
806,入室,1
807,抢劫案,1
808,抢劫犯,1
809,冒充,1
810,意大利政府,1
811,丢入,1
812,万人坑,1
813,情侣,1
814,双双,1
815,病房,1
816,永别,1
817,存在,1
818,柠檬,1
819,苏打水,1
820,气溶胶,1
821,一个月,1
822,吉林省,1
823,延后,1
824,上海市,1
825,杨浦区,1
826,带走,1
827,湖南省,1
828,全省,1
829,辽宁省,1
830,具体,1
831,天津市,1
832,高校,1
833,世界,1
834,男高音,1
835,多明戈,1
836,公民,1
837,可登记,1
838,信息,1
839,撤侨,1
840,按照,1
841,顺序,1
842,捷克,1
843,快速,1
844,试剂,1
845,错误率,1
846,80%,1
847,四川省,1
848,广东,1
849,拥吻,1
850,照里,1
851,抢救,1
852,百名,1
853,斯坦福,1
854,关于,1
855,十点,1
856,喀麦隆,1
857,机场,1
858,开枪,1
859,射击,1
860,乘客,1
861,日常,1
862,杀灭,1
863,武汉市,1
864,比尔盖茨,1
865,发表,1
866,公开信,1
867,伟大,1
868,纠错,1
869,哈佛大学,1
870,校长,1
871,60,1
872,首部,1
873,抗疫剧,1
874,饰演者,1
875,陈道明,1
876,中铁,1
877,十九,1
878,发布,1
879,招工,1
880,简章,1
881,海关,1
882,允许,1
883,寄递,1
884,出境,1
885,后要,1
886,手环,1
887,反弹,1
888,医疗队,1
889,暂缓,1
890,一对,1
891,夫妻,1
892,结婚,1
893,男方,1
894,辛冠,1
895,女方,1
896,叫费妍,1
897,德国总理,1
898,默克尔,1
899,江苏省政府,1
900,公告,1
901,街上,1
902,800,1
903,狮子,1
904,老虎,1
905,搭建,1
906,180,1
907,野战医院,1
908,遍布,1
909,国际航班,1
910,一律,1
911,承担,1
912,飞行,1
913,游客,1
914,减少,1
915,威尼斯,1
916,天鹅,1
917,海豚,1
918,女毒,1
919,墨镜,1
920,游玩,1
921,武磊,1
922,启用,1
923,驶入,1
924,纽约港,1
925,收治,1
926,斯坦福大学,1
927,殡仪馆,1
928,招募,1
929,义工,1
930,日结,1
931,4000,1
932,生物学家,1
933,罗梅西,1
934,他们,1
935,分别,1
936,带宽,1
937,压力,1
938,欧盟,1
939,敦促,1
940,网飞,1
941,平台,1
942,提供,1
943,高清,1
944,如果,1
945,身边,1
946,朋友,1
947,得过,1
948,今后,1
949,两年,1
950,绝不能,1
951,医务人员,1
952,一枚,1
953,纪念章,1
954,全家,1
955,终生,1
956,欧文,1
957,三人,1
958,江西省,1
959,官宣,1
960,各级,1
961,A型,1
962,更易,1
963,O型,1
964,不易,1
965,会仪,1
966,精神,1
967,22,1
968,点对点,1
969,返汉,1
970,23,1
971,石正丽,1
972,警告,1
973,不必,1
974,乐观,1
975,蚊虫,1
976,或成,1
977,第三,1
978,八年,1
979,布鲁塞尔,1
980,手后,1
981,口水,1
982,车厢,1
983,扶手,1
984,喝水,1
985,保持,1
986,喉咙,1
987,湿润,1
988,演讲时,1
989,晕倒,1
990,接任,1
991,买下,1
992,一座,1
993,小岛,1
994,暂住,1
995,连云港市,1
996,东海县,1
997,一名,1
998,代购,1
999,扫货,1
1000,一家,1
1001,五口,1
1002,瞒报,1
1003,送医,1
1004,马来西亚,1
1005,病床,1
1006,作法,1
1007,抓新冠,1
1008,青山区,1
1009,点有,1
1010,32,1
1011,名因,1
1012,监护人,1
1013,孤儿,1
1014,大使馆,1
1015,采购,1
1016,汨罗,1
1017,例新冠,1
1018,军方,1
1019,动用,1
1020,坦克,1
1021,大学,1
1022,中学,1
1023,小学,1
1024,汤姆,1
1025,汉克斯,1
1026,妻子,1
1027,官方,1
1028,赛季,1
1029,吹灭,1
1030,蜡烛,1
1031,打火机,1
1032,火苗,1
1033,纸屑,1
1034,反之,1
1035,乙肝病毒,1
1036,捐助,1
1037,强行,1
1038,拦截,1
1039,下决心,1
1040,一件,1
1041,事时,1
1042,执行力,1
1043,很强,1
1044,除了,1
1045,足球,1
1046,南阳市,1
1047,生活,1
1048,秩序,1
1049,抗病毒,1
1050,药阿昔洛,1
1051,韦能,1
1052,尾号,1
1053,天河机场,1
1054,日期,1
1055,体内,1
1056,存留,1
1057,数周,1
1058,变弱,1
1059,好运,1
1060,泉州,1
1061,欣佳,1
1062,宾馆,1
1063,躲过,1
1064,追杀,1
1065,医用,1
1066,月份,1
1067,办理,1
1068,护照,1
1069,五年,1
1070,体质,1
1071,整体,1
1072,下降,1
1073,养生,1
1074,防火,1
1075,居民,1
1076,公交,1
1077,正常,1
1078,虹口足球场,1
1079,成为,1
1080,集中,1
1081,上海港,1
1082,恒隆,1
1083,广场,1
1084,一例,1
1085,意大利人,1
1086,北医三院,1
1087,海基,1
1088,中医,1
1089,320,1
1090,例无一,1
1091,邀请,1
1092,前往,1
1093,代表,1
1094,邻国,1
1095,产地,1
1096,水果,1
1097,荆州,1
1098,解封,1
1099,复工,1
1100,夏季,1
1101,自行,1
1102,名字,1
1103,含氯,1
1104,牛蛙,1
1105,甲鱼,1
1106,列入,1
1107,禁食,1
1108,支援,1
1109,52,1
1110,男医生,1
1111,今年,1
1112,86,1
1113,人因,1
1114,妓院,1
1115,宠物狗,1
1116,腾讯,1
1117,课堂,1
1118,违反纪律,1
1119,发短信,1
1120,交纳,1
1121,罚款,1
1122,近日,1
1123,指导,1
1124,其他,1
1125,花岗岩,1
1126,夏威夷,1
1127,度假,1
1128,厂家,1
1129,推出,1
1130,一体化,1
1131,头盔,1
1132,安宫,1
1133,牛黄丸,1
1134,加重,1
1135,病情,1
1136,增加,1
1137,烟草,1
1138,绿卡,1
1139,强度,1
1140,锻炼,1
1141,抵抗力,1
1142,护士,1
1143,集体,1
1144,辞职,1
1145,青蒿素,1
1146,褶皱,1
1147,方向,1
1148,带来,1
1149,判断,1
1150,正反面,1
1151,黄冈,1
1152,误服,1
1153,消毒片,1
1154,穴位,1
1155,苯酚,1
1156,尤文图斯,1
1157,俱乐部,1
1158,三名,1
1159,一封,1
1160,武大,1
1161,女博士,1
1162,遗书,1
1163,熔喷布,1
1164,燃烧,1
1165,无烟,1
1166,无焦,1
1167,据此,1
1168,区分,1
1169,真假,1
1170,大批,1
1171,华侨,1
1172,避难,1
1173,各市县,1
1174,等级,1
1175,益阳,1
1176,一武,1
1177,大学生,1
1178,爷爷,1
1179,790,1
1180,物美,1
1181,群体性,1
1182,涉及,1
1183,门店,1
1184,台湾,1
1185,专家,1
1186,根据,1
1187,一篇,1
1188,得出,1
1189,家庭版,1
1190,上市,1
1191,指尖,1
1192,采血,1
1193,官员,1
1194,探望,1
1195,电子,1
1196,哈尔滨,1
1197,坐飞机,1
1198,到达,1
1199,量体温,1
1200,放行,1
1201,蒙古国,1
1202,三万,1
1203,只羊,1
1204,正在,1
1205,二连浩特,1
1206,鸡屎,1
1207,藤能,1
1208,急救,1
1209,改用,1
1210,吸痰机,1
1211,一天,1
1212,减半,1
1213,狗能,1
1214,成龙,1
1215,疾控中心,1
1216,长沙,1
1217,复课,1
1218,喝茶,1
1219,苦木,1
1220,橘子,1
1221,剥边,1
1222,河南,1
1223,中山,1
1224,胡辣汤,1
1225,勒令,1
1226,人民大会堂,1
1227,一人,1
1228,一桌,1
1229,招待,1
1230,世卫,1
1231,客人,1
1232,天门,1
1233,外省,1
1234,萝卜,1
1235,倒入,1
1236,垃圾站,1
1237,人去,1
1238,躲避,1
1239,爆满,1
1240,喝单,1
1241,枞茶,1
1242,洋葱,1
1243,陕西,1
1244,甘肃,1
1245,公园,1
1246,闲逛,1
1247,手册,1
1248,除菌卡,1
1249,身上,1
1250,安检员,1
1251,分子,1
1252,肝素,1
1253,口服,1
1254,北京积水潭医院,1
1255,要建,1
1256,西马,1
1257,120,1
1258,斯洛伐克,1
1259,彼得,1
1260,佩列,1
1261,格里,1
1262,盘龙城,1
1263,美府,1
1264,明苑,1
1265,女士,1
1266,出去,1
1267,买点,1
1268,十楼,1
1269,爬下来,1
1270,缓过,1
1271,神来,1
1272,国家体育总局,1
1273,下发,1
1274,办赛,1
1275,季节性,1
1276,光催化,1
1277,设备,1
1278,CN95,1
1279,认证,1
1280,防病毒,1
1281,汗水,1
1282,吹哨,1
1283,爆料,1
1284,1000,1
1285,商店,1
1286,通报,1
1287,外地人,1
1288,华南,1
1289,海鲜,1
1290,京东,1
1291,物流,1
1292,司机,1
1293,车里,1
1294,江西,1
1295,赣州,1
1296,解禁,1
1297,第四天,1
1298,赶集,1
1299,未戴,1
1300,水投,1
1301,集团,1
1302,内部,1
1303,对话,1
1304,泄露,1
1305,数倍,1
1306,两名,1
1307,复发,1
1308,中心医院,1
1309,急诊科,1
1310,主任,1
1311,艾芬,1
1312,网上,1
1313,生鲜,1
1314,食物,1
1315,一万多例,1
1316,无一,1
1317,素食者,1
1318,一次性,1
1319,垫片,1
1320,起到,1
1321,作用,1
1322,房东,1
1323,出租,1
1324,行为,1
1325,减免,1
1326,租金,1
1327,俄罗斯,1
1328,验证,1
1329,人工合成,1
1330,年前,1
1331,陈国,1
1332,生就,1
1333,预言,1
1334,建设,1
1335,火神,1
1336,工人,1
1337,结算,1
1338,许多,1
1339,坚决,1
1340,阴性,1
1341,排除,1
1342,日媒,1
1343,美疾控,1
1344,部分,1
1345,流感,1
1346,死于,1
1347,体温,1
1348,最好,1
1349,手腕,1
1350,红外线,1
1351,测温仪,1
1352,眼睛,1
1353,知网,1
1354,限时,1
1355,赠送,1
1356,查重券,1
1357,头发,1
1358,每次,1
1359,洗头,1
1360,循环,1
1361,地铁票,1
1362,贴片,1
1363,无毒,1
1364,无害,1
1365,皮肤,1
1366,侵入,1
1367,结束,1
1368,倒计时,1
1369,闻到,1
1370,柬埔寨,1
1371,首相,1
1372,洪森,1
1373,土霉素,1
1374,日后,1
1375,解除限制,1
1376,武汉长江大桥,1
1377,燃放烟花,1
1378,驱疫,1
1379,江苏省,1
1380,卡点,1
1381,日晚,1
1382,拆除,1
1383,看望,1
1384,林正斌,1
1385,哀求,1
1386,救救,1
1387,生物武器,1
1388,流行性,1
1389,传染病,1
1390,暴发,1
1391,找到,1
1392,至关重要,1
1393,每日,1
1394,能领,1
1395,福利,1
1396,蔬菜,1
1397,必须,1
1398,75%,1
1399,酒精,1
1400,采用,1
1401,上限,1
1402,标准,1
1403,用水,1
1404,最少,1
1405,静置,1
1406,蜂针,1
1407,月初,1
1408,满足,1
1409,天无,1
1410,摘帽,1
1411,规则,1
1412,才能,1
1413,损伤,1
1414,肾脏,1
1415,睾丸,1
1416,因此,1
1417,生育,1
1418,宁波,1
1419,福州,1
1420,新病毒,1
1421,490,1
1422,例里,1
1423,40%,1
1424,全新,1
1425,重楼,1
1426,桃根,1
1427,可抗,1
1428,回收,1
1429,现金,1
1430,销毁,1
1431,胡柚,1
1432,轻症,1
1433,触碰,1
1434,眼口,1
1435,鼻会,1
1436,转化,1
1437,重症,1
1438,磷酸,1
